,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp,,
9,74,Dogecoin,DOGE,dogecoin,484,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,1.32671E+11,1.32671E+11,,10,,,2022-06-10T20:25:00.000Z,0.075676315,419751322.2,54.3935,1.00714347,-4.49552993,-6.27183652,-11.47685431,-44.97987112,-34.78367622,10040034514,0.8419,10040034514,2022-06-10T20:25:00.000Z,,,,,,25:43.2,,
10,6636,Polkadot,DOT,polkadot-new,351,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain']",,987579315,1103303471,,11,904869778,7938061592,2022-06-10T20:25:00.000Z,8.772601081,459717780.1,22.419,0.65714229,-5.20701829,-6.19637794,1.09190238,-49.16256072,-52.57510231,8663639366,0.7265,9678841225,2022-06-10T20:25:00.000Z,2502,Huobi Token,HT,huobi-token,0xa2c49cee16a5e5bdefde931107dc1fae9f7773e3,25:43.2,,
11,3717,Wrapped Bitcoin,WBTC,wrapped-bitcoin,448,2019-01-30T00:00:00.000Z,"['medium-of-exchange', 'defi', 'wrapped-tokens', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem']",,273901.3549,273901.3549,,12,,,2022-06-10T20:24:00.000Z,29094.6643,272493820.1,24.2951,0.38739482,-3.33249947,-1.64282624,-0.25392892,-27.04152983,-25.50884693,7969067974,0.6682,7969067974,2022-06-10T20:24:00.000Z,1027,Ethereum,ETH,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,25:43.2,,
12,1958,TRON,TRX,tron,619,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'bnb-chain']",,92790471853,92790470661,,13,71659659264,5697395136,2022-06-10T20:24:00.000Z,0.079506311,756390160.4,7.3878,0.49654803,-2.05735351,-2.22411099,8.80777636,35.84652891,33.13315542,7377428088,0.6186,7377427993,2022-06-10T20:24:00.000Z,,,,,,25:43.2,,
13,4943,Dai,DAI,multi-collateral-dai,992,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,7061813007,7061813007,,14,,,2022-06-10T20:25:00.000Z,0.999770334,280651488.6,87.0351,0.0372731,-0.04510423,-0.00950715,0.15386717,0.05489253,-0.05867418,7060191146,0.592,7060191146,2022-06-10T20:25:00.000Z,1027,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,25:43.2,,
14,5805,Avalanche,AVAX,avalanche,266,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain']",720000000,280971594.2,404229626.5,,15,,,2022-06-10T20:24:00.000Z,22.53984592,511451591,-21.9728,0.70986095,-7.22873509,-2.01133939,-25.5681062,-69.53340312,-68.30540915,6333056440,0.5311,16228689059,2022-06-10T20:24:00.000Z,1839,BNB,BNB,bnb,0x1ce0c2827e2ef14d5c4f29a091d735a204794041,25:43.2,,
0,1,Bitcoin,BTC,bitcoin,9528,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio']",21000000,19064075,19064075,,1,,,2022-06-10T23:21:00.000Z,29153.13019,29597956952,36.3573,-0.36818755,-3.02068542,-1.79624844,1.48408961,-26.608518,-25.4338429,5.55777E+11,46.6561,6.12216E+11,2022-06-10T23:21:00.000Z,,,,,,21:45.5,,
1,1027,Ethereum,ETH,ethereum,5745,2015-08-07T00:00:00.000Z,"['mineable', 'pow', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'bnb-chain']",,121124662.7,121124662.7,,2,,,2022-06-10T23:20:00.000Z,1673.286704,18177626250,50.5202,-0.57159101,-6.34226111,-5.8410093,-18.89787529,-44.14208049,-35.35014941,2.02676E+11,17.0051,2.02676E+11,2022-06-10T23:20:00.000Z,,,,,,21:45.5,,
2,825,Tether,USDT,tether,34572,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin']",,72497481449,79710622660,,3,,,2022-06-10T23:20:00.000Z,0.999184126,49211878627,15.8935,-0.00256121,-0.01835169,0.00543267,0.27358677,-0.11099869,-0.1100233,72438332620,6.0778,79645588815,2022-06-10T23:20:00.000Z,1027,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,21:45.5,,
3,3408,USD Coin,USDC,usd-coin,4370,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,53873023414,53873023414,,4,,,2022-06-10T23:20:00.000Z,1.000049348,4433286255,29.7209,-0.00558815,-0.02743886,-0.02896464,0.00772267,0.04643189,0.03234604,53875681928,4.5187,53875681928,2022-06-10T23:20:00.000Z,1027,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,21:45.5,,
4,1839,BNB,BNB,bnb,945,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'moonriver-ecosystem', 'bnb-chain']",165116760,163276974.6,163276974.6,,5,,,2022-06-10T23:20:00.000Z,286.9294603,1356468366,68.6224,-0.31136949,-0.80569191,-3.59867438,6.62858571,-27.52180542,-23.45111746,46848974211,3.9294,47376862834,2022-06-10T23:20:00.000Z,,,,,,21:45.5,,
5,2010,Cardano,ADA,cardano,454,2017-10-01T00:00:00.000Z,"['mineable', 'dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'bnb-chain']",45000000000,33752565071,34277702082,,6,,,2022-06-10T23:20:00.000Z,0.579935488,1162767172,-0.991,-1.07843675,-8.03757362,3.47101939,13.22498189,-37.74847359,-26.96713869,19574310306,1.6423,26097096973,2022-06-10T23:20:00.000Z,1839,BNB,BNB,bnb,0x3ee2200efb3400fabb9aacf31297cbdd1d435d47,21:45.5,,
6,52,XRP,XRP,xrp,737,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'binance-chain', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",1E+11,48343101197,99989535142,,7,,,2022-06-10T23:20:00.000Z,0.384668414,1418476801,54.8114,-0.18740676,-3.695768,-1.37692136,-5.81553274,-45.15566873,-51.36067418,18596064076,1.5603,38466841422,2022-06-10T23:20:00.000Z,1839,BNB,BNB,bnb,0x1d2f0da169ceb9fc7b3144628db156f3f6c60dbe,21:45.5,,
7,4687,Binance USD,BUSD,binance-usd,3832,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,18014451044,18014451044,,8,,,2022-06-10T23:20:00.000Z,0.9995445,4699454275,1.5447,-0.1476766,-0.12829924,-0.15344448,-0.26457667,0.02604256,-0.1182648,18006245468,1.5108,18006245468,2022-06-10T23:20:00.000Z,1839,BNB,BNB,bnb,BUSD-BD1,21:45.5,,
8,5426,Solana,SOL,solana,327,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio']",,341911292.8,511616946.1,,9,,,2022-06-10T23:20:00.000Z,37.58484876,1158879487,-8.5191,-0.7683904,-5.55212634,-1.58872611,-22.90434267,-62.50479704,-54.10290068,12850684229,1.0782,19229045545,2022-06-10T23:20:00.000Z,,,,,,21:45.5,,
9,74,Dogecoin,DOGE,dogecoin,484,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,1.32671E+11,1.32671E+11,,10,,,2022-06-10T23:20:00.000Z,0.075757096,424013033.8,55.0464,-0.28673662,-4.2989839,-5.74296467,-10.04844811,-44.0755539,-34.45576677,10050751856,0.843,10050751856,2022-06-10T23:20:00.000Z,,,,,,21:45.5,,
10,6636,Polkadot,DOT,polkadot-new,351,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain']",,987579315,1103303471,,11,904869778,7892729563,2022-06-10T23:20:00.000Z,8.722503232,454255095.5,20.6385,-0.69315512,-5.2577871,-6.90835537,-1.89817944,-49.65762112,-52.26057656,8614163766,0.7228,9623568095,2022-06-10T23:20:00.000Z,2502,Huobi Token,HT,huobi-token,0xa2c49cee16a5e5bdefde931107dc1fae9f7773e3,21:45.5,,
11,3717,Wrapped Bitcoin,WBTC,wrapped-bitcoin,448,2019-01-30T00:00:00.000Z,"['medium-of-exchange', 'defi', 'wrapped-tokens', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem']",,273901.3549,273901.3549,,12,,,2022-06-10T23:20:00.000Z,29112.34735,296216081.8,48.8455,-0.39644841,-3.12107371,-2.01159344,1.34777867,-26.79087904,-25.45720575,7973911383,0.669,7973911383,2022-06-10T23:20:00.000Z,1027,Ethereum,ETH,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,21:45.5,,
12,1958,TRON,TRX,tron,619,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'bnb-chain']",,92790563159,92790552574,,13,71659659264,5669648569,2022-06-10T23:20:00.000Z,0.079119111,764224132.7,9.0948,-0.23699526,-2.17573788,-2.72902795,6.46692843,35.43974559,32.45876129,7341506909,0.6158,7341506072,2022-06-10T23:20:00.000Z,,,,,,21:45.5,,
13,4943,Dai,DAI,multi-collateral-dai,992,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,7066283005,7066283005,,14,,,2022-06-10T23:20:00.000Z,0.999464986,283378065.8,84.83,-0.10599614,-0.02881386,-0.04063998,-0.07434073,0.02223374,-0.04367065,7062502447,0.5926,7062502447,2022-06-10T23:20:00.000Z,1027,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,21:45.5,,
14,5805,Avalanche,AVAX,avalanche,266,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain']",720000000,280971598.3,404229626.5,,15,,,2022-06-10T23:20:00.000Z,22.46010063,512034357.5,-21.5304,-0.59962824,-7.58273856,-2.33022688,-26.71588402,-69.85466149,-68.56184509,6310650370,0.5293,16171272451,2022-06-10T23:20:00.000Z,1839,BNB,BNB,bnb,0x1ce0c2827e2ef14d5c4f29a091d735a204794041,21:45.5,,
0,1,Bitcoin,BTC,bitcoin,9528,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio']",21000000,19064137,19064137,,1,,,2022-06-11T00:55:00.000Z,29225.40266,28815270357,25.6502,0.52529483,-2.0303257,-1.54478858,-2.34727342,-26.48175884,-24.85155654,5.57157E+11,46.6506,6.13733E+11,2022-06-11T00:55:00.000Z,,,,,,55:39.9,,
1,1027,Ethereum,ETH,ethereum,5745,2015-08-07T00:00:00.000Z,"['mineable', 'pow', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'bnb-chain']",,121125711.9,121125711.9,,2,,,2022-06-11T00:54:00.000Z,1678.977046,17894843224,42.2917,0.84809808,-5.50906476,-5.29066714,-22.42126732,-43.84709362,-34.65107478,2.03367E+11,17.0279,2.03367E+11,2022-06-11T00:54:00.000Z,,,,,,55:39.9,,
2,825,Tether,USDT,tether,34572,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin']",,72494981447,79710622658,,3,,,2022-06-11T00:54:00.000Z,0.999204286,48155102014,10.0043,0.00460609,-0.01307014,0.00753533,0.2448591,-0.1067038,-0.09493786,72437296186,6.0651,79647195811,2022-06-11T00:54:00.000Z,1027,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,55:39.9,,
3,3408,USD Coin,USDC,usd-coin,4370,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,53893019516,53893019516,,4,,,2022-06-11T00:54:00.000Z,1.000190735,4393642250,31.1257,0.02246961,0.01467884,0.0067983,-0.0459178,0.03831638,0.04641041,53903298802,4.5139,53903298802,2022-06-11T00:54:00.000Z,1027,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,55:39.9,,
4,1839,BNB,BNB,bnb,945,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'moonriver-ecosystem', 'bnb-chain']",165116760,163276974.6,163276974.6,,5,,,2022-06-11T00:54:00.000Z,288.3157995,1340096059,60.3726,0.81807484,0.27692815,-3.3173923,3.27884676,-27.31737258,-22.8054593,47075331482,3.9416,47605770672,2022-06-11T00:54:00.000Z,,,,,,55:39.9,,
5,2010,Cardano,ADA,cardano,454,2017-10-01T00:00:00.000Z,"['mineable', 'dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'bnb-chain']",45000000000,33934048406,34512850429,,6,,,2022-06-11T00:54:00.000Z,0.580036337,1126539798,-3.4393,0.9804175,-7.23326574,3.7562367,6.7720317,-37.67765015,-26.58901335,19682981122,1.648,26101635146,2022-06-11T00:54:00.000Z,1839,BNB,BNB,bnb,0x3ee2200efb3400fabb9aacf31297cbdd1d435d47,55:39.9,,
6,52,XRP,XRP,xrp,737,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'binance-chain', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",1E+11,48343101197,99989535142,,7,,,2022-06-11T00:55:00.000Z,0.383560109,1392856039,50.7566,0.46782897,-3.61879686,-1.59533517,-9.77501242,-45.4847966,-51.33223102,18542485158,1.5526,38356010887,2022-06-11T00:55:00.000Z,1839,BNB,BNB,bnb,0x1d2f0da169ceb9fc7b3144628db156f3f6c60dbe,55:39.9,,
7,4687,Binance USD,BUSD,binance-usd,3832,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,18014451044,18014451044,,8,,,2022-06-11T00:55:00.000Z,0.99898911,4465532243,-3.1985,-0.2351046,-0.22466091,-0.1082695,-0.31970808,-0.24689166,-0.19331749,17996240414,1.5068,17996240414,2022-06-11T00:55:00.000Z,1839,BNB,BNB,bnb,BUSD-BD1,55:39.9,,
8,5426,Solana,SOL,solana,327,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio']",,342077722.4,511616946.1,,9,,,2022-06-11T00:54:00.000Z,37.43000482,1145571267,-10.6409,0.90364068,-5.59339514,-1.40968928,-29.66233196,-62.83312168,-53.9321627,12803970797,1.0721,19149824758,2022-06-11T00:54:00.000Z,,,,,,55:39.9,,
9,74,Dogecoin,DOGE,dogecoin,484,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,1.32671E+11,1.32671E+11,,10,,,2022-06-11T00:55:00.000Z,0.075920317,416259701.3,43.9704,0.64983913,-3.40051727,-5.78152217,-14.18374781,-43.88393237,-34.08566465,10072406421,0.8435,10072406421,2022-06-11T00:55:00.000Z,,,,,,55:39.9,,
10,6636,Polkadot,DOT,polkadot-new,351,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain']",,987579315,1103303471,,11,904869778,7902848756,2022-06-11T00:55:00.000Z,8.733686269,455330551.8,18.4359,1.01963099,-4.43498551,-6.88135951,-6.53582528,-49.91334951,-51.85017349,8625207903,0.7222,9635906379,2022-06-11T00:55:00.000Z,2502,Huobi Token,HT,huobi-token,0xa2c49cee16a5e5bdefde931107dc1fae9f7773e3,55:39.9,,
11,3717,Wrapped Bitcoin,WBTC,wrapped-bitcoin,448,2019-01-30T00:00:00.000Z,"['medium-of-exchange', 'defi', 'wrapped-tokens', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem']",,273901.3549,273901.3549,,12,,,2022-06-11T00:54:00.000Z,29198.85917,274312855.4,31.0939,0.50296008,-2.15769292,-1.61773895,-2.35395081,-26.51918015,-24.85912817,7997607089,0.6696,7997607089,2022-06-11T00:54:00.000Z,1027,Ethereum,ETH,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,55:39.9,,
12,1958,TRON,TRX,tron,619,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'bnb-chain']",,92790745001,92790740081,,13,71659659264,5680046338,2022-06-11T00:54:00.000Z,0.079264211,764704987.6,9.3834,0.39947296,-1.61558042,-2.06576816,1.01364119,35.52563202,32.92979863,7354985172,0.6158,7354984782,2022-06-11T00:54:00.000Z,,,,,,55:39.9,,
13,4943,Dai,DAI,multi-collateral-dai,992,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,7059592788,7059592788,,14,,,2022-06-11T00:54:00.000Z,1.00033509,277712015,74.8417,0.08862003,0.01623205,0.04263915,-0.05549928,0.07724877,0.07158941,7061958385,0.5913,7061958385,2022-06-11T00:54:00.000Z,1027,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,55:39.9,,
14,5805,Avalanche,AVAX,avalanche,266,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain']",720000000,280973337.6,404229626.5,,15,,,2022-06-11T00:54:00.000Z,22.43542172,510174792.8,-22.5178,1.39396123,-7.15434505,-2.17429211,-32.1099564,-70.12178177,-68.33607162,6303755320,0.5279,16153503636,2022-06-11T00:54:00.000Z,1839,BNB,BNB,bnb,0x1ce0c2827e2ef14d5c4f29a091d735a204794041,55:39.9,,
0,1,Bitcoin,BTC,bitcoin,9528,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio']",21000000,19064450,19064450,,1,,,2022-06-11T09:22:00.000Z,29055.40377,28789425540,14.7523,-0.80922026,-2.99616015,-2.25348592,3.88798848,-27.56076278,-25.65258328,5.53925E+11,47.0553,6.10163E+11,2022-06-11T09:22:00.000Z,,,,,,22:24.8,,
1,1027,Ethereum,ETH,ethereum,5745,2015-08-07T00:00:00.000Z,"['mineable', 'pow', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'bnb-chain']",,121129659.9,121129659.9,,2,,,2022-06-11T09:21:00.000Z,1593.375668,20005786768,58.1358,-4.37446922,-10.34389497,-10.23491428,-15.51467942,-47.22430524,-38.19175507,1.93005E+11,16.3955,1.93005E+11,2022-06-11T09:21:00.000Z,,,,,,22:24.8,,
2,825,Tether,USDT,tether,34578,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin']",,72494981447,79710622658,,3,,,2022-06-11T09:21:00.000Z,0.999199695,49493854498,18.4497,-0.00273041,-0.00403871,0.00499448,1.94507469,-0.11216388,-0.09368657,72436963372,6.1534,79646829871,2022-06-11T09:21:00.000Z,1027,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,22:24.8,,
